,Flow,Flow,Flow,Flow,Flow,Flow,Flow,Flow,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow
2007-12-10,0.813,0.027,4.51,0.66,0.39,0.178,5.622,3.567,0.367,0.008,6.601,2.373,0.838,1.327,8.989,0.0,1.18,0.035,11.111,3.034,1.228,1.505,14.611,3.567
2007-12-11,0.746,0.029,4.549,0.674,0.582,0.204,5.686,3.484,0.367,0.008,6.61,2.378,0.838,1.333,9.003,0.0,1.113,0.037,11.16,3.052,1.42,1.536,14.689,3.484
2007-12-12,0.657,0.031,5.06,0.863,0.695,0.181,6.531,3.441,0.367,0.008,6.617,2.382,0.838,1.337,9.013,0.0,1.024,0.039,11.678,3.245,1.533,1.518,15.544,3.441
2007-12-13,0.966,0.014,5.016,0.846,0.695,0.152,6.457,3.679,0.367,0.008,6.622,2.385,0.838,1.34,9.021,0.0,1.333,0.023,11.638,3.231,1.533,1.492,15.478,3.679
2007-12-14,1.198,0.016,6.007,1.287,0.616,0.157,8.165,3.596,0.367,0.008,6.624,2.387,0.839,1.342,9.025,0.0,1.565,0.024,12.631,3.674,1.455,1.5,17.19,3.596
2007-12-15,1.119,0.017,5.495,1.046,0.468,0.201,7.27,3.349,0.367,0.008,6.623,2.389,0.84,1.343,9.026,0.0,1.486,0.025,12.117,3.435,1.308,1.544,16.296,3.349
2007-12-16,0.894,0.014,4.781,0.756,0.472,0.239,6.065,3.229,0.367,0.008,6.615,2.39,0.842,1.34,9.019,0.0,1.261,0.022,11.395,3.146,1.314,1.579,15.084,3.229
2007-12-17,0.934,0.014,4.65,0.709,0.598,0.235,5.85,3.233,0.365,0.008,6.596,2.392,0.844,1.33,9.002,0.0,1.3,0.022,11.246,3.1,1.442,1.565,14.852,3.233
2007-12-18,1.572,0.014,5.85,1.21,0.843,0.088,7.888,3.551,0.364,0.008,6.568,2.393,0.847,1.316,8.975,0.0,1.935,0.022,12.418,3.603,1.69,1.404,16.863,3.551
2007-12-19,1.613,0.032,5.835,1.203,0.557,0.155,7.861,3.316,0.361,0.008,6.53,2.395,0.85,1.295,8.939,0.0,1.974,0.04,12.365,3.598,1.408,1.45,16.8,3.316
2007-12-20,3.716,0.049,5.452,1.027,0.492,0.094,7.197,3.362,0.358,0.008,6.483,2.397,0.854,1.27,8.894,0.0,4.074,0.057,11.936,3.424,1.346,1.365,16.091,3.362
2007-12-21,2.721,0.047,5.043,0.856,0.393,0.127,6.502,3.23,0.355,0.008,6.429,2.399,0.858,1.241,8.841,0.0,3.076,0.054,11.472,3.255,1.252,1.368,15.343,3.23
2007-12-22,1.97,0.044,4.47,0.647,0.339,0.111,5.558,3.107,0.351,0.007,6.368,2.401,0.863,1.207,8.781,0.0,2.321,0.051,10.838,3.048,1.202,1.318,14.339,3.107
2007-12-23,1.533,0.043,4.27,0.581,0.301,0.107,5.236,2.991,0.347,0.007,6.3,2.403,0.868,1.17,8.715,0.0,1.88,0.05,10.57,2.984,1.169,1.277,13.951,2.991
2007-12-24,1.235,0.042,3.92,0.476,0.3,0.109,4.685,2.932,0.342,0.007,6.226,2.405,0.873,1.13,8.644,0.0,1.577,0.049,10.147,2.882,1.174,1.238,13.329,2.932
2007-12-25,1.044,0.047,4.21,0.562,0.303,0.112,5.14,2.871,0.337,0.007,6.148,2.407,0.879,1.087,8.567,0.0,1.381,0.054,10.358,2.97,1.182,1.199,13.707,2.871
2007-12-26,1.554,0.047,4.409,0.626,0.288,0.1,5.458,3.112,0.332,0.007,6.065,2.41,0.885,1.041,8.487,0.0,1.886,0.054,10.474,3.036,1.173,1.142,13.945,3.112
2007-12-27,1.354,0.048,4.374,0.615,0.259,0.134,5.403,3.052,0.326,0.006,5.979,2.412,0.891,0.994,8.402,0.0,1.68,0.054,10.354,3.027,1.15,1.128,13.805,3.052
2007-12-28,1.207,0.047,4.231,0.569,0.435,0.073,5.173,3.926,0.32,0.006,5.89,2.414,0.897,0.946,8.315,0.0,1.527,0.053,10.121,2.983,1.332,1.018,13.488,3.926
2007-12-29,1.024,0.048,4.496,0.656,0.306,0.132,5.6,3.277,0.315,0.006,5.8,2.417,0.903,0.896,8.226,0.0,1.339,0.054,10.296,3.072,1.209,1.027,13.826,3.277
2007-12-30,0.913,0.05,3.894,0.469,0.273,0.129,4.644,3.022,0.309,0.005,5.708,2.419,0.909,0.845,8.136,0.0,1.222,0.055,9.602,2.888,1.182,0.974,12.78,3.022
2007-12-31,1.032,0.046,3.752,0.43,0.295,0.128,4.424,3.04,0.303,0.005,5.615,2.421,0.915,0.795,8.045,0.0,1.334,0.052,9.367,2.851,1.21,0.923,12.469,3.04
2008-01-01,0.892,0.043,4.045,0.512,0.281,0.152,4.879,2.899,0.297,0.005,5.523,2.422,0.921,0.744,7.953,0.0,1.189,0.048,9.567,2.934,1.202,0.897,12.832,2.899
2008-01-02,0.705,0.037,3.71,0.419,0.262,0.158,4.361,2.755,0.291,0.005,5.431,2.424,0.928,0.695,7.863,0.0,0.997,0.042,9.141,2.843,1.19,0.853,12.224,2.755
2008-01-03,0.603,0.044,3.456,0.355,0.263,0.177,3.976,2.689,0.285,0.004,5.341,2.426,0.933,0.646,7.775,0.0,0.889,0.049,8.797,2.781,1.197,0.823,11.751,2.689
2008-01-04,0.584,0.03,3.413,0.345,0.274,0.138,3.912,2.69,0.28,0.004,5.254,2.428,0.939,0.599,7.689,0.0,0.864,0.034,8.667,2.773,1.213,0.737,11.601,2.69
2008-01-05,0.561,0.012,3.394,0.341,0.256,0.15,3.883,2.635,0.275,0.004,5.169,2.429,0.945,0.553,7.605,0.0,0.835,0.016,8.563,2.77,1.201,0.703,11.488,2.635
2008-01-06,0.567,0.014,3.236,0.305,0.253,0.165,3.65,2.574,0.269,0.004,5.089,2.431,0.95,0.51,7.526,0.0,0.837,0.018,8.325,2.736,1.202,0.676,11.176,2.574
2008-01-07,0.654,0.019,3.339,0.328,0.316,0.164,3.802,2.605,0.265,0.003,5.013,2.433,0.955,0.47,7.451,0.0,0.919,0.023,8.352,2.76,1.271,0.634,11.253,2.605
2008-01-08,0.729,0.025,3.689,0.414,0.409,0.165,4.329,2.592,0.26,0.003,4.942,2.434,0.959,0.433,7.381,0.0,0.989,0.028,8.631,2.848,1.368,0.598,11.71,2.592
2008-01-09,0.546,0.046,3.862,0.46,0.349,0.156,4.595,2.535,0.256,0.003,4.877,2.435,0.963,0.399,7.317,0.0,0.802,0.049,8.74,2.895,1.312,0.555,11.912,2.535
2008-01-10,0.483,0.043,3.552,0.379,0.28,0.117,4.12,2.523,0.253,0.003,4.819,2.436,0.967,0.37,7.26,0.0,0.735,0.046,8.371,2.814,1.247,0.487,11.38,2.523
2008-01-11,0.393,0.041,3.317,0.323,0.239,0.119,3.769,2.489,0.249,0.003,4.769,2.437,0.97,0.345,7.21,0.0,0.642,0.044,8.086,2.759,1.209,0.464,10.979,2.489
2008-01-12,0.321,0.038,2.991,0.254,0.227,0.151,3.294,2.387,0.247,0.003,4.726,2.437,0.973,0.324,7.168,0.0,0.568,0.041,7.717,2.691,1.2,0.476,10.462,2.387
2008-01-13,0.3,0.024,2.782,0.214,0.244,0.123,2.998,2.397,0.245,0.003,4.693,2.437,0.975,0.309,7.135,0.0,0.545,0.027,7.475,2.652,1.219,0.432,10.133,2.397
2008-01-14,0.306,0.016,2.776,0.213,0.266,0.121,2.99,2.398,0.244,0.003,4.669,2.437,0.976,0.3,7.111,0.0,0.55,0.018,7.446,2.651,1.242,0.421,10.101,2.398
2008-01-15,0.447,0.014,3.012,0.258,0.272,0.094,3.324,2.452,0.243,0.003,4.656,2.437,0.977,0.297,7.097,0.0,0.689,0.017,7.668,2.695,1.248,0.391,10.421,2.452
2008-01-16,0.354,0.014,3.087,0.273,0.237,0.086,3.433,2.381,0.243,0.003,4.651,2.436,0.976,0.298,7.092,0.0,0.597,0.017,7.738,2.709,1.214,0.384,10.525,2.381
2008-01-17,0.296,0.014,2.852,0.227,0.227,0.089,3.096,2.335,0.244,0.003,4.651,2.435,0.976,0.302,7.09,0.0,0.54,0.017,7.503,2.662,1.203,0.391,10.186,2.335
2008-01-18,0.388,0.017,2.859,0.228,0.224,0.055,3.106,2.383,0.245,0.003,4.656,2.433,0.974,0.309,7.094,0.0,0.633,0.02,7.515,2.661,1.198,0.364,10.2,2.383
2008-01-19,0.333,0.021,2.823,0.222,0.207,0.063,3.056,2.337,0.248,0.003,4.666,2.43,0.972,0.319,7.101,0.0,0.58,0.024,7.489,2.652,1.179,0.382,10.157,2.337
2008-01-20,0.246,0.019,2.564,0.177,0.198,0.061,2.696,2.291,0.25,0.003,4.679,2.428,0.969,0.33,7.112,0.0,0.496,0.022,7.244,2.605,1.166,0.391,9.808,2.291
2008-01-21,0.221,0.018,2.449,0.159,0.204,0.054,2.539,2.288,0.254,0.003,4.697,2.424,0.965,0.344,7.127,0.0,0.475,0.021,7.146,2.583,1.169,0.398,9.666,2.288
2008-01-22,0.539,0.022,2.87,0.231,0.509,0.014,3.122,3.225,0.258,0.003,4.718,2.42,0.961,0.36,7.144,0.0,0.797,0.025,7.588,2.651,1.47,0.374,10.266,3.225
2008-01-23,0.749,0.026,5.575,1.081,0.737,0.128,7.408,3.335,0.262,0.003,4.742,2.416,0.956,0.377,7.165,0.0,1.01,0.03,10.317,3.498,1.693,0.505,14.573,3.335
2008-01-24,0.416,0.027,4.2,0.559,0.326,0.069,5.124,2.566,0.267,0.003,4.77,2.412,0.951,0.396,7.188,0.0,0.683,0.031,8.969,2.971,1.277,0.465,12.312,2.566
2008-01-25,0.367,0.032,2.975,0.251,0.265,0.093,3.272,2.475,0.272,0.003,4.799,2.407,0.945,0.417,7.213,0.0,0.638,0.035,7.775,2.657,1.211,0.51,10.485,2.475
2008-01-26,0.311,0.045,2.831,0.223,0.232,0.081,3.067,2.432,0.277,0.004,4.831,2.402,0.939,0.438,7.24,0.0,0.588,0.049,7.662,2.625,1.171,0.52,10.307,2.432
2008-01-27,0.224,0.044,2.928,0.241,0.213,0.082,3.204,2.367,0.283,0.004,4.864,2.396,0.933,0.461,7.268,0.0,0.507,0.048,7.792,2.638,1.146,0.543,10.472,2.367
2008-01-28,0.178,0.039,2.789,0.216,0.204,0.08,3.008,2.315,0.288,0.004,4.899,2.39,0.926,0.485,7.298,0.0,0.466,0.043,7.688,2.606,1.13,0.565,10.306,2.315
2008-01-29,0.161,0.021,2.604,0.184,0.209,0.077,2.75,2.283,0.294,0.004,4.935,2.384,0.919,0.509,7.328,0.0,0.455,0.025,7.538,2.568,1.128,0.586,10.078,2.283
2008-01-30,0.174,0.021,2.588,0.181,0.217,0.075,2.729,2.304,0.301,0.004,4.971,2.378,0.912,0.534,7.359,0.0,0.475,0.026,7.56,2.559,1.129,0.609,10.088,2.304
2008-01-31,0.161,0.019,2.563,0.177,0.211,0.073,2.695,2.276,0.307,0.004,5.008,2.372,0.904,0.559,7.39,0.0,0.467,0.024,7.572,2.549,1.115,0.633,10.085,2.276
2008-02-01,0.136,0.021,2.426,0.156,0.237,0.069,2.508,2.294,0.325,0.005,5.057,2.365,0.897,0.584,7.434,0.0,0.461,0.026,7.483,2.521,1.134,0.653,9.942,2.294
2008-02-02,0.25,0.032,3.007,0.257,0.261,0.048,3.317,2.46,0.331,0.005,5.094,2.359,0.889,0.61,7.464,0.0,0.582,0.037,8.101,2.616,1.151,0.658,10.781,2.46
2008-02-03,0.152,0.027,3.239,0.305,0.214,0.094,3.654,2.3,0.337,0.005,5.13,2.352,0.882,0.635,7.494,0.0,0.489,0.032,8.369,2.658,1.095,0.729,11.148,2.3
2008-02-04,0.16,0.019,2.992,0.254,0.258,0.029,3.296,2.558,0.343,0.005,5.165,2.346,0.874,0.66,7.523,0.0,0.503,0.025,8.157,2.6,1.132,0.688,10.819,2.558
2008-02-05,0.294,0.021,4.426,0.632,0.248,0.101,5.487,2.598,0.349,0.005,5.198,2.339,0.867,0.684,7.55,0.0,0.643,0.026,9.625,2.971,1.115,0.785,13.037,2.598
2008-02-06,0.213,0.021,3.703,0.417,0.206,0.106,4.349,2.364,0.355,0.005,5.23,2.332,0.859,0.708,7.576,0.0,0.567,0.026,8.933,2.749,1.065,0.814,11.925,2.364
2008-02-07,0.171,0.026,3.005,0.257,0.195,0.088,3.315,2.273,0.36,0.006,5.26,2.326,0.852,0.73,7.599,0.0,0.531,0.032,8.265,2.582,1.046,0.818,10.914,2.273
2008-02-08,0.146,0.027,2.669,0.195,0.188,0.091,2.841,2.213,0.365,0.006,5.287,2.319,0.845,0.752,7.621,0.0,0.511,0.033,7.957,2.514,1.033,0.843,10.462,2.213
2008-02-09,0.129,0.029,2.568,0.178,0.176,0.099,2.701,2.199,0.37,0.006,5.312,2.312,0.838,0.772,7.639,0.0,0.498,0.035,7.88,2.49,1.013,0.871,10.34,2.199
2008-02-10,0.128,0.02,2.558,0.176,0.201,0.087,2.688,2.315,0.374,0.006,5.333,2.306,0.831,0.791,7.654,0.0,0.502,0.026,7.892,2.483,1.032,0.878,10.342,2.315
2008-02-11,0.132,0.057,2.973,0.25,0.652,0.007,3.268,8.191,0.378,0.006,5.351,2.3,0.825,0.808,7.667,0.0,0.51,0.063,8.324,2.55,1.476,0.815,10.935,8.191
2008-02-12,10.088,0.057,20.962,23.619,1.8,1.595,41.53,21.574,0.381,0.006,5.366,2.294,0.819,0.824,7.675,0.0,10.469,0.063,26.327,25.913,2.618,2.419,49.205,21.574
2008-02-13,6.895,0.061,11.037,5.305,0.706,0.746,18.022,7.558,0.384,0.006,5.376,2.288,0.813,0.837,7.679,0.0,7.279,0.067,16.413,7.593,1.519,1.584,25.701,7.558
2008-02-14,9.234,0.063,5.061,0.863,0.652,0.352,6.532,5.398,0.386,0.006,5.381,2.283,0.808,0.849,7.68,0.0,9.62,0.069,10.442,3.146,1.46,1.2,14.212,5.398
2008-02-15,267.061,0.129,39.447,102.938,4.619,7.441,94.569,21.292,0.387,0.006,5.382,2.278,0.803,0.858,7.675,0.0,267.448,0.135,44.828,105.216,5.422,8.299,102.244,21.292
2008-02-16,106.136,0.148,53.861,212.578,2.852,4.461,141.842,21.748,0.388,0.006,5.38,2.273,0.799,0.867,7.668,0.0,106.524,0.155,59.241,214.851,3.651,5.327,149.51,21.748
2008-02-17,41.961,0.1,41.282,114.439,1.459,2.246,100.337,14.617,0.389,0.006,5.377,2.268,0.795,0.878,7.661,0.0,42.35,0.106,46.66,116.706,2.254,3.123,107.998,14.617
2008-02-18,16.272,0.084,23.427,30.597,0.878,1.031,47.996,10.291,0.39,0.006,5.374,2.263,0.791,0.89,7.653,0.0,16.661,0.09,28.801,32.86,1.669,1.921,55.649,10.291
2008-02-19,8.861,0.08,16.775,14.059,0.639,0.609,31.075,8.069,0.39,0.006,5.371,2.258,0.786,0.905,7.645,0.0,9.252,0.086,22.146,16.317,1.425,1.513,38.72,8.069
2008-02-20,6.006,0.079,12.735,7.402,0.492,0.479,21.711,6.829,0.391,0.006,5.367,2.254,0.782,0.921,7.636,0.0,6.397,0.085,18.102,9.656,1.275,1.4,29.347,6.829
2008-02-21,4.588,0.079,8.452,2.85,0.413,0.391,12.733,6.168,0.391,0.006,5.363,2.249,0.778,0.938,7.627,0.0,4.979,0.085,13.815,5.099,1.192,1.33,20.36,6.168
2008-02-22,3.811,0.085,6.569,1.585,0.38,0.33,9.173,5.796,0.391,0.006,5.358,2.245,0.775,0.957,7.618,0.0,4.202,0.091,11.927,3.83,1.155,1.287,16.791,5.796
2008-02-23,3.435,0.08,6.086,1.326,0.359,0.311,8.304,5.523,0.391,0.006,5.352,2.241,0.771,0.976,7.608,0.0,3.827,0.086,11.438,3.567,1.13,1.287,15.912,5.523
2008-02-24,3.0,0.084,5.509,1.052,0.401,0.304,7.295,5.178,0.391,0.006,5.346,2.237,0.767,0.997,7.597,0.0,3.391,0.09,10.855,3.289,1.168,1.301,14.892,5.178
2008-02-25,2.611,0.079,5.218,0.927,0.369,0.282,6.797,4.798,0.391,0.006,5.338,2.232,0.763,1.018,7.585,0.0,3.001,0.085,10.556,3.159,1.132,1.3,14.382,4.798
2008-02-26,2.383,0.081,5.018,0.846,0.3,0.268,6.46,4.563,0.391,0.006,5.33,2.228,0.76,1.039,7.573,0.0,2.774,0.086,10.348,3.075,1.06,1.308,14.033,4.563
2008-02-27,2.243,0.078,4.768,0.751,0.265,0.297,6.044,4.335,0.39,0.006,5.321,2.224,0.756,1.061,7.559,0.0,2.633,0.084,10.089,2.975,1.021,1.358,13.603,4.335
2008-02-28,2.132,0.077,4.343,0.605,0.248,0.288,5.352,4.153,0.39,0.005,5.311,2.22,0.753,1.083,7.545,0.0,2.522,0.082,9.654,2.824,1.001,1.371,12.897,4.153
2008-02-29,1.996,0.074,3.957,0.487,0.236,0.29,4.742,3.996,0.389,0.005,5.301,2.215,0.749,1.105,7.53,0.0,2.385,0.079,9.258,2.702,0.985,1.396,12.272,3.996
2008-03-01,1.923,0.065,3.944,0.483,0.315,0.273,4.722,4.085,0.389,0.005,5.289,2.211,0.745,1.127,7.513,0.0,2.311,0.07,9.233,2.694,1.06,1.399,12.235,4.085
2008-03-02,2.094,0.068,5.147,0.898,0.676,0.133,6.677,5.704,0.388,0.005,5.276,2.207,0.742,1.148,7.496,0.0,2.482,0.074,10.423,3.105,1.417,1.281,14.173,5.704
2008-03-03,2.415,0.083,15.749,12.139,0.886,0.472,28.626,9.101,0.387,0.005,5.262,2.203,0.739,1.169,7.477,0.0,2.802,0.088,21.011,14.341,1.625,1.641,36.103,9.101
2008-03-04,2.017,0.077,12.27,6.788,0.481,0.417,20.685,6.615,0.386,0.005,5.246,2.198,0.735,1.189,7.457,0.0,2.404,0.082,17.517,8.986,1.217,1.606,28.142,6.615
2008-03-05,1.776,0.08,8.454,2.852,0.389,0.27,12.738,5.863,0.386,0.005,5.23,2.194,0.732,1.208,7.436,0.0,2.161,0.085,13.684,5.045,1.121,1.479,20.174,5.863
2008-03-06,1.887,0.082,7.872,2.415,0.351,0.239,11.608,5.354,0.385,0.005,5.212,2.189,0.728,1.226,7.413,0.0,2.272,0.087,13.084,4.604,1.079,1.465,19.021,5.354
2008-03-07,1.737,0.083,6.68,1.648,0.309,0.245,9.374,4.833,0.384,0.005,5.193,2.184,0.725,1.243,7.389,0.0,2.121,0.088,11.873,3.832,1.034,1.489,16.763,4.833
2008-03-08,1.554,0.085,4.992,0.836,0.278,0.216,6.417,4.506,0.383,0.005,5.173,2.18,0.721,1.259,7.364,0.0,1.937,0.089,10.165,3.016,0.999,1.475,13.781,4.506
2008-03-09,1.426,0.086,4.515,0.662,0.283,0.175,5.631,4.334,0.382,0.005,5.151,2.175,0.718,1.273,7.336,0.0,1.809,0.09,9.666,2.837,1.001,1.448,12.967,4.334
2008-03-10,1.367,0.086,4.552,0.675,0.263,0.171,5.691,4.174,0.381,0.004,5.127,2.17,0.714,1.285,7.308,0.0,1.748,0.09,9.68,2.844,0.978,1.455,12.999,4.174
2008-03-11,1.276,0.084,4.347,0.606,0.24,0.193,5.359,3.96,0.381,0.004,5.102,2.164,0.711,1.295,7.277,0.0,1.656,0.088,9.449,2.77,0.951,1.488,12.636,3.96
2008-03-12,1.182,0.08,4.248,0.574,0.239,0.18,5.201,3.875,0.38,0.004,5.076,2.159,0.707,1.303,7.245,0.0,1.562,0.084,9.324,2.733,0.946,1.483,12.446,3.875
2008-03-13,1.156,0.072,4.331,0.601,0.231,0.173,5.334,3.802,0.379,0.004,5.048,2.153,0.704,1.309,7.211,0.0,1.535,0.076,9.379,2.754,0.935,1.482,12.545,3.802
2008-03-14,1.124,0.069,4.438,0.636,0.22,0.179,5.505,3.702,0.378,0.004,5.018,2.148,0.7,1.312,7.175,0.0,1.502,0.073,9.456,2.783,0.92,1.491,12.68,3.702
2008-03-15,1.054,0.055,4.178,0.552,0.207,0.189,5.089,3.584,0.378,0.004,4.986,2.142,0.696,1.313,7.138,0.0,1.432,0.059,9.164,2.694,0.903,1.502,12.227,3.584
2008-03-16,0.973,0.016,4.006,0.501,0.212,0.188,4.818,3.518,0.376,0.004,4.948,2.135,0.693,1.309,7.092,0.0,1.349,0.02,8.953,2.636,0.905,1.497,11.91,3.518
2008-03-17,0.95,0.019,4.259,0.578,0.205,0.18,5.219,3.434,0.374,0.004,4.897,2.128,0.689,1.298,7.035,0.0,1.324,0.022,9.157,2.706,0.893,1.478,12.254,3.434
2008-03-18,0.896,0.014,4.099,0.529,0.202,0.183,4.965,3.341,0.37,0.004,4.836,2.12,0.684,1.281,6.965,0.0,1.266,0.018,8.935,2.649,0.886,1.464,11.93,3.341
2008-03-19,0.802,0.034,3.958,0.487,0.196,0.186,4.744,3.232,0.366,0.004,4.764,2.112,0.68,1.259,6.885,0.0,1.168,0.037,8.723,2.599,0.876,1.445,11.629,3.232
2008-03-20,0.745,0.076,4.035,0.51,0.199,0.199,4.864,3.181,0.36,0.003,4.684,2.103,0.675,1.231,6.796,0.0,1.105,0.079,8.719,2.613,0.874,1.431,11.66,3.181
2008-03-21,0.737,0.079,4.054,0.515,0.189,0.202,4.894,3.128,0.353,0.003,4.594,2.094,0.671,1.199,6.697,0.0,1.09,0.082,8.649,2.609,0.86,1.4,11.591,3.128
2008-03-22,0.992,0.035,4.018,0.504,0.207,0.189,4.837,3.223,0.346,0.003,4.498,2.085,0.666,1.162,6.591,0.0,1.338,0.038,8.516,2.589,0.873,1.351,11.428,3.223
2008-03-23,0.948,0.033,4.323,0.598,0.197,0.173,5.321,3.171,0.338,0.003,4.395,2.075,0.661,1.121,6.478,0.0,1.286,0.036,8.718,2.673,0.858,1.295,11.799,3.171
2008-03-24,0.777,0.035,4.067,0.519,0.18,0.158,4.915,3.068,0.329,0.003,4.286,2.064,0.656,1.077,6.359,0.0,1.106,0.038,8.354,2.583,0.836,1.235,11.274,3.068
2008-03-25,0.718,0.04,3.934,0.48,0.174,0.16,4.706,3.03,0.32,0.003,4.173,2.054,0.651,1.03,6.234,0.0,1.038,0.042,8.107,2.534,0.825,1.19,10.94,3.03
2008-03-26,0.689,0.043,3.902,0.471,0.176,0.153,4.656,2.967,0.31,0.003,4.055,2.043,0.646,0.981,6.106,0.0,0.999,0.046,7.957,2.514,0.823,1.134,10.762,2.967
2008-03-27,0.643,0.044,3.787,0.439,0.177,0.171,4.478,2.877,0.3,0.002,3.935,2.032,0.642,0.929,5.975,0.0,0.943,0.046,7.721,2.471,0.819,1.1,10.453,2.877
2008-03-28,0.605,0.042,3.687,0.413,0.185,0.179,4.325,2.884,0.29,0.002,3.812,2.021,0.637,0.876,5.841,0.0,0.895,0.045,7.499,2.434,0.822,1.055,10.166,2.884
2008-03-29,0.592,0.044,3.727,0.424,0.3,0.178,4.387,3.211,0.279,0.002,3.688,2.01,0.632,0.822,5.706,0.0,0.871,0.046,7.416,2.434,0.932,1.0,10.093,3.211
2008-03-30,0.567,0.058,4.151,0.544,0.23,0.178,5.047,2.911,0.269,0.002,3.564,1.999,0.627,0.767,5.571,0.0,0.836,0.06,7.715,2.543,0.857,0.945,10.618,2.911
2008-03-31,0.544,0.073,3.678,0.411,0.182,0.178,4.311,2.812,0.258,0.002,3.44,1.988,0.622,0.712,5.436,0.0,0.802,0.074,7.118,2.398,0.804,0.889,9.747,2.812
2008-04-01,0.582,0.073,3.718,0.421,0.174,0.158,4.372,2.809,0.247,0.002,3.318,1.977,0.618,0.657,5.302,0.0,0.829,0.075,7.036,2.398,0.792,0.815,9.674,2.809
2008-04-02,0.61,0.07,3.621,0.396,0.166,0.125,4.224,2.797,0.237,0.002,3.198,1.966,0.613,0.603,5.172,0.0,0.846,0.072,6.818,2.362,0.78,0.727,9.396,2.797
2008-04-03,0.558,0.075,3.517,0.37,0.148,0.169,4.067,2.702,0.226,0.001,3.081,1.956,0.609,0.55,5.044,0.0,0.785,0.076,6.598,2.326,0.757,0.718,9.111,2.702
2008-04-04,0.531,0.078,3.38,0.337,0.137,0.193,3.862,2.639,0.216,0.001,2.968,1.945,0.605,0.498,4.921,0.0,0.748,0.08,6.348,2.283,0.742,0.691,8.783,2.639
2008-04-05,0.823,0.082,3.357,0.332,0.163,0.157,3.828,2.764,0.207,0.001,2.86,1.935,0.601,0.449,4.803,0.0,1.03,0.083,6.217,2.267,0.764,0.605,8.631,2.764
2008-04-06,0.718,0.085,3.556,0.38,0.151,0.179,4.126,2.914,0.198,0.001,2.758,1.926,0.597,0.402,4.691,0.0,0.916,0.086,6.314,2.305,0.749,0.581,8.817,2.914
2008-04-07,1.535,0.098,5.418,1.012,0.15,0.128,7.138,4.319,0.189,0.001,2.662,1.916,0.594,0.358,4.586,0.0,1.725,0.099,8.08,2.928,0.744,0.486,11.724,4.319
2008-04-08,1.19,0.087,5.162,0.904,0.151,0.193,6.703,3.12,0.181,0.001,2.574,1.908,0.591,0.317,4.489,0.0,1.371,0.088,7.737,2.812,0.742,0.511,11.192,3.12
2008-04-09,0.883,0.087,3.827,0.45,0.142,0.201,4.54,2.869,0.174,0.001,2.495,1.899,0.588,0.281,4.401,0.0,1.057,0.088,6.322,2.35,0.729,0.482,8.941,2.869
2008-04-10,0.733,0.086,3.508,0.368,0.134,0.203,4.054,2.748,0.168,0.001,2.425,1.892,0.585,0.248,4.324,0.0,0.901,0.087,5.933,2.259,0.719,0.452,8.378,2.748
2008-04-11,0.658,0.092,3.528,0.373,0.131,0.2,4.084,2.699,0.162,0.001,2.365,1.885,0.583,0.221,4.256,0.0,0.821,0.093,5.893,2.257,0.714,0.421,8.34,2.699
2008-04-12,0.599,0.097,3.442,0.352,0.129,0.19,3.955,2.656,0.158,0.001,2.316,1.878,0.581,0.199,4.201,0.0,0.757,0.098,5.758,2.23,0.71,0.389,8.156,2.656
2008-04-13,0.545,0.09,3.416,0.346,0.124,0.191,3.916,2.619,0.155,0.001,2.279,1.872,0.58,0.182,4.158,0.0,0.7,0.09,5.695,2.218,0.704,0.373,8.074,2.619
2008-04-14,0.51,0.091,3.302,0.319,0.121,0.176,3.747,2.626,0.153,0.001,2.255,1.867,0.578,0.172,4.129,0.0,0.662,0.091,5.557,2.187,0.699,0.348,7.876,2.626
2008-04-15,0.587,0.095,3.379,0.337,0.156,0.149,3.861,3.023,0.152,0.0,2.245,1.863,0.578,0.168,4.115,0.0,0.739,0.096,5.624,2.2,0.734,0.317,7.976,3.023
2008-04-16,0.591,0.099,3.546,0.377,0.172,0.132,4.111,2.854,0.152,0.001,2.245,1.859,0.577,0.168,4.111,0.0,0.743,0.099,5.791,2.237,0.749,0.3,8.222,2.854
2008-04-17,0.61,0.092,3.74,0.427,0.171,0.13,4.407,2.824,0.153,0.001,2.253,1.855,0.576,0.168,4.115,0.0,0.763,0.092,5.993,2.282,0.747,0.297,8.522,2.824
2008-04-18,0.574,0.091,3.674,0.41,0.15,0.157,4.305,2.692,0.154,0.001,2.267,1.85,0.574,0.167,4.124,0.0,0.728,0.092,5.941,2.26,0.724,0.324,8.429,2.692
2008-04-19,0.515,0.088,3.716,0.421,0.137,0.11,4.37,2.67,0.156,0.001,2.287,1.845,0.573,0.167,4.14,0.0,0.671,0.089,6.004,2.266,0.71,0.277,8.51,2.67
2008-04-20,0.468,0.083,3.689,0.413,0.128,0.122,4.328,2.581,0.158,0.001,2.314,1.84,0.57,0.167,4.161,0.0,0.626,0.084,6.003,2.254,0.698,0.289,8.489,2.581
2008-04-21,0.447,0.082,3.768,0.434,0.12,0.123,4.449,2.538,0.162,0.001,2.346,1.835,0.568,0.167,4.187,0.0,0.609,0.083,6.114,2.269,0.688,0.29,8.636,2.538
